restaurantsName,restaurantType,location,src,rating,reviews,url,description,quickFacts,businessHours
Urban Grill Steakhouse,"AMERICAN, STEAKHOUSE","13542 Minnieville Road, Woodbridge, VA",https://www.zabihah.com/img/photos/164862_logo.jpg,NR,0,https://www.zabihah.com/biz/Woodbridge/Urban-Grill-Steakhouse/BEtqxi3fz8,"Fine dining American restaurant, fully halal. ","(703) 986-0114 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Afghan Famous Kabob,AFGHAN,"14702 Lee Highway, Gainesville, VA",https://www.zabihah.com/img/photos/7126_logo.jpg,3.7,3,https://www.zabihah.com/biz/Gainesville/Afghan-Famous-Kabob/SJ313xepAA,"Halal restaurant for sit-down eating, carry-out and catering. Owners/staff are known Muslims. ",(703) 754-1600 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Lasani Kabob,PAKISTANI,"8998 Lorton Station Blvd., Lorton, VA",https://www.zabihah.com/img/photos/21816.jpg,3.3,11,https://www.zabihah.com/biz/Lorton/Lasani-Kabob/rPEdIBU7NH,,"(703) 372-2980 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go | null | Parking available",12:00p-6:00p | 12:00p-6:00p | 12:00p-6:00p | 12:00p-6:00p | 12:00p-6:00p | 12:00p-6:00p | 12:00p-6:00p
Siam Classic,THAI,"9403 East Street, Old Town Manassas, VA",https://www.zabihah.com/img/photos/148781_logo.jpg,3,1,https://www.zabihah.com/biz/Old-Town-Manassas/Siam-Classic/72OYk0qfkP,"Excellent halal Thai food in Manassas old town, Virginia. Outstanding Dine in, carryout, Delivery and Catering services. ","(703) 368-5647 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-10:00p | 11:00a-10:00p
Byblos,LEBANESE,"6850 Piedmont Center Plaza, Gainesville, VA",https://www.zabihah.com/img/photos/145229_logo.jpg,2,1,https://www.zabihah.com/biz/Gainesville/Byblos/Q4c0qym7DK,"Formally, Nora's A Taste of Lebanon, we're back with a new name and a new location in Gainesville, Virginia. ","(571) 445-3716 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p
Taste of Tandoor,"INDIAN, PAKISTANI","13836 Smoketown Road, Woodbridge, VA",https://www.zabihah.com/img/photo_zabihah.png,1.3,3,https://www.zabihah.com/biz/Woodbridge/Taste-of-Tandoor/UFsb3CBNpq,"Authentic Indian Cuisine, specializing in Tandoori, Vegetarian &amp; Non-Vegetarian Food. Located across from Home Depot in Smoketown Plaza. Halal Meat food is also available. ","(703) 897-7200 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Hot Chikn Kitchn,AMERICAN,"14313 Potomac Mills Road, Woodbridge, VA",https://www.zabihah.com/img/photos/163630_logo.jpg,1,1,https://www.zabihah.com/biz/Woodbridge/Hot-Chikn-Kitchn/DgT4mIza3c,"Hot Chikn Kitchn was started when Mike Sarago had the vision to bring the Nashville-Style food concept to Northern Virginia and the East Coast. In the process of creating his vision in the midst of a worldwide pandemic, he was faced with the greatest uphill battle imaginable: bring new hope to the community after the virus had decimated so many small businesses. He partnered with his son, Anthony Sarago, on the project and Hot Chikn Kitchn began to form. Putting together a team was the next step. With the goal in mind to create a concept that represented unity, the Saragos found the missing business partner in Chef Frederic Gilmore. Together they proved during trying times that all people, from all walks of life, no matter what background can be united through food. Unity through food was born, and with it brought a new standard. ","(571) 398-2145 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Five Boroughs,"MEDITERRANEAN, MIDDLE EASTERN","2019 Colley Avenue, Norfolk, VA",https://www.zabihah.com/img/photos/148156_logo.jpg,5,1,https://www.zabihah.com/biz/Norfolk/Five-Boroughs/6Zd29bBAXs,"Newest and freshest New York style restaurant in historical Downtown Portsmouth, Virginia. Bringing New York flavor to Downtown Portsmouth. ","(757) 226-7219 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null  | Parking available",11:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p
Rajput Indian Cuisine,INDIAN,"742 West 21st Street, Unit E, Norfolk, VA",https://www.zabihah.com/img/photos/135450_logo.jpg,NR,0,https://www.zabihah.com/biz/Norfolk/Rajput-Indian-Cuisine/x5DrU6iDva,,"(757) 625-4634 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go ",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Mazari Kebab & More,"MEDITERRANEAN, MIDDLE EASTERN","676 North Witchduck Road, Virginia Beach, VA",https://www.zabihah.com/img/photos/148098_logo.jpg,3.5,2,https://www.zabihah.com/biz/Virginia-Beach/Mazari-Kebab-amp-More/Jt3CivoDnX,,"(757) 961-5968 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go ",CLOSE | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Crown Fried Chicken,AMERICAN,"62 Colony Road, Newport News, VA",https://www.zabihah.com/img/photos/chain_106.jpg,NR,0,https://www.zabihah.com/biz/Newport-News/Crown-Fried-Chicken/KvaB9HNHg1,"No-frills take-out/delivery fried chicken joint, part of a chain known for using halal poultry. ","(757) 527-2842 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go |  Delivery available | null | null | Catering available (more info)",10:30a-1:00a | 10:30a-1:00a | 10:30a-1:00a | 10:30a-1:00a | 10:30a-1:00a | 10:30a-1:00a | 10:30a-1:00a
Crown Fried Chicken,AMERICAN,"11111 Jefferson Avenue, Newport News, VA",https://www.zabihah.com/img/photos/chain_106.jpg,5,3,https://www.zabihah.com/biz/Newport-News/Crown-Fried-Chicken/iAKbIz6wsH,"No-frills take-out/delivery fried chicken joint, part of a chain known for using halal poultry. ","(757) 595-0055 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | null | null | Catering available (more info)",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Monsoon,INDIAN,"2150 Allainby Way, Hampton, VA",https://www.zabihah.com/img/photos/48718_logo.jpg,NR,0,https://www.zabihah.com/biz/Hampton/Monsoon/OAcvCmxklp,Located immediately next to Macys in Pennisula town center. Monsoon Eclectic Modern Indian is a modern Indian restaurant which takes its inspiration from an age old approach to dining. This approach allows you to choose a variety of appetizers and entrees to share with your dining companions. ,"(757) 224-1633 | Partial halal menu | Alcohol served | $$$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available | null | null | No prayer accomodations | null | null | Clean restrooms  ",10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Bella Pizzeria,ITALIAN,"2029 Lynnhaven Parkway, Unit 750, Virginia Beach, VA",https://www.zabihah.com/img/photos/49854.jpg,NR,0,https://www.zabihah.com/biz/Virginia-Beach/Bella-Pizzeria/ygTiu33rbQ,Bella Pizza by Wal-Mart at Salem Crossing. One of several Bella Pizzerias in Hampton Roads area. ,"(757) 471-2200 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card , Discover - accepted | Available to-go | null | Parking available | Reservations not accepted | null | null | null | null | Adequate restrooms ",10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Saffron Mediterranean Cuisine,"AFGHAN, MEDITERRANEAN, PERSIAN","10417 Warwick Blvd., Newport News, VA",https://www.zabihah.com/img/photos/134897_logo.jpg,NR,0,https://www.zabihah.com/biz/Newport-News/Saffron-Mediterranean-Cuisine/kX93SZVKfw,"Located in historic Hilton Village, Saffron Mediterranean Cuisine offers the finest meats cooked to perfection right near home. Our dishes of rice, kabob, and other mediterranean delicacies are flavored with the characteristic spices of the eastern world. Saffron is a newly opened, family-owned restaurant that has the sole mission of providing the tastes of our home to you, your family, and friends. Come join us during our inaugural year in the business for a diverse and unmatched taste experience! ","(757) 223-9978 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | null | null | Parking available | null  | Catering available (more info) | null | null | null | Clean restrooms ",11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:30p | 11:00a-9:00p
Ashirvad Indian Cuisine,INDIAN,"43330 Junction Plaza, Ashburn, VA",https://www.zabihah.com/img/photos/148772_logo.jpg,5,1,https://www.zabihah.com/biz/Ashburn/Ashirvad-Indian-Cuisine/k41UsrJkoj,"Ashirvad Indian Cuisine serves authentic South Indian Food everyday in the Ashburn area. Also, we serve breakfast on Saturday and Sunday from 8 am. ","(571) 291-2467 | Full halal menu | Alcohol allowed | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available | null | Catering available (more info) ",8:00a-10:00p | 11:30a-10:00p | CLOSE | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 8:00a-10:00p
Zamarod,AFGHAN,"10123 Colvin Run Road, Great Falls, VA",https://www.zabihah.com/img/photos/150254_logo.jpg,5,1,https://www.zabihah.com/biz/Great-Falls/Zamarod/CDeUpjs4A7,"Small, warm eatery offering traditional Afghan kebab plates, appetizers, bread &amp; desserts. Zamarod is about a new contemporary way of Afghan cuisine. Organic, no pesticides or any chemical or preservatives. We do our cooking with family recipes. ","(703) 757-9300 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",5:00p-8:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p
Good Fellas,"AMERICAN, ITALIAN","23520 Overland Drive, Unit 108, Sterling, VA",https://www.zabihah.com/img/photos/151667_logo.jpg,5,1,https://www.zabihah.com/biz/Sterling/Good-Fellas/1OXr1Ci32Z,"We use 100% Natural, Unbleached, Unbromated King Arthur Flour. We use 100% Organic (Spring Mix, Baby Spinach &amp; Juices). Our products are Halal (Kosher). ","(703) 665-2216 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Zenola,MEDITERRANEAN,"132 Branch Road SE, Vienna, VA",https://www.zabihah.com/img/photos/151727_logo.jpg,5,1,https://www.zabihah.com/biz/Vienna/Zenola/6CWmovPEBv,"Zenola is a new Mediterranean concept restaurant in the heart of Vienna, Virginia. NOTE: Please call first to confirm halal availability for that day. ","(571) 407-5203 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available | null | null | null | null | null | null | null | Wheelchair accessible",11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p | 11:00a-11:00p
Chit Chaat Café,"PAKISTANI, FUSION, INDIAN","200 Maple Avenue East, Vienna, VA",https://www.zabihah.com/img/photos/165649_logo.jpg,5,1,https://www.zabihah.com/biz/Vienna/Chit-Chaat-Cafe/2UYXVvNpmx,"We operate out of a Mobil gas station in Vienna, Virginia. But don’t judge this book by its cover. What you’ll find inside is insanely delicious and wildly flavorful North Indian food. Its all made by mom - every single thing from scratch. She won’t have it any other way! It’s Indian food how it’s eaten at home - without ungodly amounts of butter, without store bought sauces, without excessive oil etc. Just simple, homemade Indian food, sometimes with our own twist! Come visit us and don’t forget to say hello! We love a good chat (Hello! it’s in our name!). ","(571) 378-0867 | Full halal menu | Alcohol-free | $$$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go  | Delivery available | Parking available | null | null | null | null | null | Clean restrooms",12:00p-8:00p | 12:00p-8:00p | 12:00p-8:00p | 12:00p-8:00p | 12:00p-8:00p | 12:00p-8:00p | 12:00p-8:00p
Istanbul Blue,TURKISH,"523 Maple Avenue West, Vienna, VA",https://www.zabihah.com/img/photos/139366_logo.jpg,4.5,2,https://www.zabihah.com/biz/Vienna/Istanbul-Blue/vIOGybdUd8,"Istanbul Blue is a new Mediterranean-Turkish restaurant. The only place in Virginia that has delicious dishes made by professional chefs. We offer a variety of Mediterranean and Turkish dishes, all served within a comfortable, warm setting. The restaurant provides generous portions while maintaining modest prices. ","(703) 938-8948 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Flame Kabob (III),AFGHAN,"1601 Village Market Blvd, Leesburg, VA",https://www.zabihah.com/img/photo_zabihah.png,4.4,7,https://www.zabihah.com/biz/Leesburg/Flame-Kabob-III/Kw5RxVxLe2,"Serves kabobs, sandwiches, salads, gyros, fish, falafel and kabob salad. Other outlets in Springfield and Fairfax. ",(703) 779-7799 | Full halal menu | null | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p
Grill Kabob,AFGHAN,"905 Herndon Parkway, Herndon, VA",https://www.zabihah.com/img/photos/chain_282.jpg,4.4,5,https://www.zabihah.com/biz/Herndon/Grill-Kabob/puQDPCpqom,"Grill Kabob offers a choice of Kobeeda, Chicken or Beef served on freshly baked Tandoori Bread with Lettuce, Tomatoes &amp; White Sauce. ","(703) 657-0544 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Flame Kabob (I),AFGHAN,"13037 Lee Jackson Memorial Highway, Fairfax, VA",https://www.zabihah.com/img/photo_zabihah.png,4.3,6,https://www.zabihah.com/biz/Fairfax/Flame-Kabob-I/5fxVQVvOxn,"Located at Greenbriar Town Center, serving kabobs, sandwiches, salads, gyros, fish, falafel and kabob salad. Other outlets in Leesburg and Springfield. ","(703) 322-1600 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , MasterCard - accepted | Available to-go  | Parking available | null | null | null | null | null | null | Adequate restrooms",11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Elevation Burger,AMERICAN,"20602 Easthampton Plaza, Ashburn, VA",https://www.zabihah.com/img/photos/chain_274.jpg,4.3,4,https://www.zabihah.com/biz/Ashburn/Elevation-Burger/PGgNDqngt7,"Elevation Burger is recognized as one of the most innovative burger chains in the country. Elevation serves only 100% USDA-certified organic, 100% grass-fed, 100% free-range beef burgers freshly ground on-premises. ","(703) 729-2600 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Ottoman Kitchen,TURKISH,"4300 Chantilly Shopping Center, Unit 1N, Chantilly, VA",https://www.zabihah.com/img/photos/139871_logo.jpg,4.3,8,https://www.zabihah.com/biz/Chantilly/Ottoman-Kitchen/ZdvEJMpKJJ,Best Doners and Kebobs in town. ,"(571) 287-7278 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Ishtar Café,"GROCERIES, HALAL MEAT","3212 Old Pickett Road, Fairfax, VA",https://www.zabihah.com/img/photo_zabihah.png,NR,0,https://www.zabihah.com/biz/Fairfax/Ishtar-Cafe/s1aCcjfxJf,Come and enjoy the best Hookah in town - brand new Hookahs with all kind of flavors. ,"(703) 865-5733 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | null | null | Parking available | null | null | Designated prayer area | null | null | Clean restrooms",10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p | 10:00a-8:00p
Ciao Osteria,"STEAKHOUSE, ITALIAN","14115 Saint Germain Drive, Centreville, VA",https://www.zabihah.com/img/photos/148640_logo.jpg,NR,0,https://www.zabihah.com/biz/Centreville/Ciao-Osteria/q5evEXjUEN,"Ciao Osteria is an authentic Italian eatery featuring delicious Neapolitan Wood-Fired Pizzas made from scratch. Our goal is to serve the truest traditional Italian recipes made with the freshest, most authentic ingredients available, while making sure our guests are treated as family at our table. ","(703) 543-8955 | Partial halal menu | Alcohol served | $ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | null | Parking available | null | null | null | null | Free wifi available | null | null | null | null | Child-friendly premises",11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-9:30p | 11:00a-10:30p | 11:00a-10:30p
Paradise Indian Cuisine,"INDIAN, CHINESE (HAKKA)","328 Elden Street, Herndon, VA",https://www.zabihah.com/img/photos/149669_logo.jpg,NR,0,https://www.zabihah.com/biz/Herndon/Paradise-Indian-Cuisine/qw81mSAzaD,"Paradise Offers you a relaxed, contemporary atmosphere for you to enjoy an extraordinary, authentic Indian Cuisine in addition to Indo-Chinese Dishes. ","(703) 435-7892 | Full halal menu | Alcohol served | $$$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available | null | null | No prayer accomodations ",11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p
Kabobi by the Helmand,AFGHAN,"2321 Dulles Station Blvd., Suite A, Herndon, VA",https://www.zabihah.com/img/photos/149916_logo.jpg,NR,0,https://www.zabihah.com/biz/Herndon/Kabobi-by-the-Helmand/27TslEnHeK,"Kabobi, was created by The Helmand chain of restaurants to provide a unique blend of gourmet Afghan cuisine serving lunch and dinner in a fast casual style. Come experience our daily fresh made food! ","(703) 817-2825 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
The Halal Guys,"AMERICAN, MIDDLE EASTERN","10625 Braddock Road, Fairfax, VA",https://www.zabihah.com/img/photos/chain_331.jpg,NR,0,https://www.zabihah.com/biz/Fairfax/The-Halal-Guys/cQLa0sorMD,"From humble beginnings as a New York City hot dog cart to a world-renowned international restaurant chain, The Halal Guys story is the quintessential American Dream. The Halal Guys is defining a new, thriving segment for the restaurant industry: American Halal Food! The Halal Guys legend began in 1990, when the three founding partners opened up a hot dog cart on West 53rd &amp; 6th Avenue in New York City. As business grew, they recognized a huge demand from Muslim cab drivers looking for a halal food meal. That is when the famous platter of chicken and gyro over rice was born. And let's not forget about the famous white and red sauces! Fast-forward 25 years, five carts, two New York City restaurants, and millions of diverse customers served, The Halal Guys is growing yet again. Fans no longer have to be in NYC to experience The Halal Guys as they look to share American Halal Food all over the country and the world. ","(703) 825-7370 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | Delivery available",11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p | 11:30a-10:30p
Ivy By The Lake,"MEDITERRANEAN, MIDDLE EASTERN","46110 Lake Center Plaza, Sterling, VA",https://www.zabihah.com/img/photos/164976_logo.jpg,NR,0,https://www.zabihah.com/biz/Sterling/Ivy-By-The-Lake/fg3jVkOEfr,"Conveniently located in Loudoun County, Ivy by the Lake combines Mediterranean and Middle Eastern influences with local inspired dishes. Our unique lakeside getaway is the perfect ambience for our chef’s curated menu. Begin the evening with our flavorful dinner options, and let the night evolve into a late night revelry. The perfect escape, we look forward to seeing you at Ivy by the Lake. ","(571) 526-4626 | Full halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",4:00p-12:00a | 4:00p-12:00a | 4:00p-12:00a | 4:00p-12:00a | 4:00p-1:00a | 4:00p-3:00a | 4:00p-3:00a
Silver Diner,AMERICAN,"44839 Russell Branch Parkway, Ashburn, VA",https://www.zabihah.com/img/photos/chain_363.jpg,NR,0,https://www.zabihah.com/biz/Ashburn/Silver-Diner/vKPGmwrIeH,"Silver Diner has positioned itself as the premier destination for families seeking high quality menu options in a friendly diner atmosphere. Today, the Fresh &amp; Local menu uses fresh products from over 15 local producers and offers vegetarian, gluten-free, and low-calorie options. The kids menu has 20 healthier meals and sides that meet strict dietary guidelines set by the National Restaurant Association's Kids LiveWell program. Of course, classic diner options can still be found on the menu, but with a twist: pancakes using unbleached flour, burgers made from antibiotic and hormone-free beef, milkshakes prepared with milk from local farms, and much more. ","(703) 468-9293 | Partial halal menu | Alcohol-free | $$$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go  | Delivery available | Parking available | null | null | null | null | null | Clean restrooms",7:00a-11:00p | 7:00a-11:00p | 7:00a-11:00p | 7:00a-11:00p | 7:00a-11:00p | 7:00a-11:00p | 7:00a-11:00p
IHOP,AMERICAN,"6419 Shiplett Blvd., Burke, VA",https://www.zabihah.com/img/photos/165401_logo.jpg,NR,0,https://www.zabihah.com/biz/Burke/IHOP/pqeMmixNTh,"Since 1958, IHOP® has been the place where people connect over breakfast, enjoy study breaks, grab a bite before or after sporting events, and so much more. And no matter what menu items they order, there’s one ingredient that’s always constant — a smile. Try some of their delicious creations such as their classic pancakes and waffles that are filled with your choice of toppings or fillings! They offer everything and more to satisfy even the fussiest eater in your group. ","(703) 455-4891 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS
Halal Everyday,"CENTRAL ASIAN, MEDITERRANEAN","13872 Metrotech Drive, Unit B, Chantilly, VA",https://www.zabihah.com/img/photos/166666_logo.jpg,NR,0,https://www.zabihah.com/biz/Chantilly/Halal-Everyday/wlV5vzi7cB,"Delivery and pickup only. Halal Every day is a mixed Mediterranean and Central Asian style cuisine that strives to serve Halal, Delicious, healthy, and highly nutritious food. Available to order online for pickup or delivery! Enjoy the best Jarkop, Kofta, Fried Rice, and Pilaf in town. Enjoy Halal, Delicious, and Healthy Everyday! ","(434) 694-2525 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p
Darya Kabob,PERSIAN,"21800 Towncenter Plaza, Unit 264, Sterling, VA",https://www.zabihah.com/img/photos/14311.jpg,3.8,6,https://www.zabihah.com/biz/Sterling/Darya-Kabob/pvHhANAWhq,Darya Kabob offers Mediterranean and Persian cuisine. Open Mon-Sat 11:30am-9:30pm ,"(703) 404-4443 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available | null | null | null | null | null | Adequate restrooms | null | Wheelchair accessible",CLOSE | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Quality Kabob,AFGHAN,"8428 Lee Highway, Fairfax, VA",https://www.zabihah.com/img/photo_zabihah.png,3.5,2,https://www.zabihah.com/biz/Fairfax/Quality-Kabob/jaW7ztzVSv,,(703) 204-4400 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
The Halal Guys,"AMERICAN, MIDDLE EASTERN","2670 Avenir Place, Vienna, VA",https://www.zabihah.com/img/photos/chain_331.jpg,3.5,8,https://www.zabihah.com/biz/Vienna/The-Halal-Guys/bOGjmPvBwl,"From humble beginnings as a New York City hot dog cart to a world-renowned international restaurant chain, The Halal Guys story is the quintessential American Dream. The Halal Guys is defining a new, thriving segment for the restaurant industry: American Halal Food! The Halal Guys legend began in 1990, when the three founding partners opened up a hot dog cart on West 53rd &amp; 6th Avenue in New York City. As business grew, they recognized a huge demand from Muslim cab drivers looking for a halal food meal. That is when the famous platter of chicken and gyro over rice was born. And let's not forget about the famous white and red sauces! Fast-forward 25 years, five carts, two New York City restaurants, and millions of diverse customers served, The Halal Guys is growing yet again. Fans no longer have to be in NYC to experience The Halal Guys as they look to share American Halal Food all over the country and the world. ","(347) 527-1505 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card , Discover - accepted  | Available to-go | null | Parking available | Reservations not accepted | null | null | null | null | Clean restrooms",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
